gbifID	institutionCode	collectionCode	basisOfRecord	recordNumber	recordedBy	individualCount	preparations	associatedTaxa	fieldNumber	eventDate	year	month	day	verbatimEventDate	habitat	fieldNotes	eventRemarks	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	scientificName
574666623	E	E	LIVING_SPECIMEN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Colorado	Larimer County	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	degrees minutes seconds	NA	Amelanchier alnifolia (Nutt.) Nutt.
60039575	USU	UTC	UNKNOWN	NA	CL Hitchcock	NA	NA	NA	NA	1936-05-15T00:00Z	1936	5	15	NA	NA	NA	NA	NA	NA	US	Washington	Pend Oreille	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60039633	USU	UTC	UNKNOWN	NA	Bassett Maguire	NA	NA	NA	NA	1940-06-25T00:00Z	1940	6	25	NA	NA	NA	NA	NA	NA	US	Utah	Garfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60039749	USU	UTC	UNKNOWN	NA	R Hamilton	NA	NA	NA	NA	1938-04-25T00:00Z	1938	4	25	NA	NA	NA	NA	NA	NA	US	Montana	Missoula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
125535022	UCMC	COLO	PRESERVED_SPECIMEN	NA	L. Baltzell	NA	NA	NA	NA	1970-06-28T00:00Z	1970	6	28	NA	NA	NA	NA	NA	NA	US	Colorado	Custer	NA	10 mi. SW of Westcliffe on Hermit Road near Beaver Dam.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
125535035	UCMC	COLO	PRESERVED_SPECIMEN	NA	L.M. Underwood	NA	NA	NA	NA	1901-09-09T00:00Z	1901	9	9	NA	NA	NA	NA	NA	NA	US	Colorado	Ouray	NA	Ouray.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
125535062	UCMC	COLO	PRESERVED_SPECIMEN	NA	H.D. Harrington	NA	NA	NA	NA	1946-06-20T00:00Z	1946	6	20	NA	NA	NA	NA	NA	NA	US	Colorado	Moffat	NA	Near Mantles Ranch along Yampa River.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1097797049	NY	NA	PRESERVED_SPECIMEN	62699	D. E. Breedlove	NA	NA	NA	NA	1986-06-06T00:00Z	1986	6	6	NA	NA	NA	NA	NA	NA	US	California	Mono Co.	NA	"Sweetwater Canyon, east slope of Sweetwater Mountains"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1097841206	NY	NA	PRESERVED_SPECIMEN	1027	E. D. Merrill	NA	NA	NA	NA	1901-07-26T00:00Z	1901	7	26	NA	NA	NA	NA	NA	NA	US	Wyoming	NA	NA	Teton Mountains	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1098109629	NY	NA	PRESERVED_SPECIMEN	s.n.	G. Barry	NA	NA	NA	NA	1995-05-18T00:00Z	1995	5	18	NA	NA	NA	NA	NA	NA	US	Utah	Salt Lake Co.	NA	Along S side of State Route 186 ca. 0.75 km N of Little Mountain summit UDOT. Mountain Dell Quad (7.5 min).	NA	NA	NA	NA	NA	NA	NA	40.7745	-111.7109	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1098358722	NY	NA	PRESERVED_SPECIMEN	11608	E. J. Neese	NA	NA	NA	NA	1982-06-05T00:00Z	1982	6	5	NA	NA	NA	NA	NA	NA	US	Utah	Box Elder Co.	NA	"Clear Creek campground, Raft River Mountains"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1022448258	HSC	VascularPlants	PRESERVED_SPECIMEN	2255	Jennifer Whipple		NA	NA	NA	1977-09-09T00:00Z	1977	9	9	Sep 9 1977	NA	NA	NA	NA	NA	US	California	Trinity	NA	Below Lower Deadfall Lake in the Deadfall drainage	NA	2104 m	NA	NA	NA	NA	NA	41.3252	-122.5118	1330	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1057660677	CAS	BOT	PRESERVED_SPECIMEN	628	"Hammel, Barry; Hartman, Ron"	NA	NA	NA	NA	1977-09-03T00:00Z	1977	9	3	3 Sept. 1977	In wooded draw NE of the mountain with Populus tremuloides.	NA	NA	NA	NA	US	Wyoming	Carbon County	NA	Shephead Mountain area	NA	8000 ft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1258022510	MO	MO	PRESERVED_SPECIMEN	Townesmith 2020	Andrew Townesmith|Karen M. Meyer		NA	NA	382	2011-07-22T00:00Z	2011	7	22	NA	NA	NA	NA	NA	NA	US	South Dakota	Pennington	NA	"Black Hills National Forest. Along Spring Creek road (Forest Service route 305), 1.1 miles west of intersection with US Route 16."	NA	NA	NA	NA	NA	NA	NA	43.86306	-103.64139	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
51748865	OSC	WILLU	PRESERVED_SPECIMEN	NA	M.E. Peck	NA	NA	NA	NA	1915-08-30T00:00Z	1915	8	30	NA	NA	NA	NA	NA	NA	US	Oregon	Baker	NA	"canyon of East Pine Cr., 3 mi. NE. of Cornucopia."	NA	NA	NA	NA	NA	NA	NA	45.0497	-117.1763	1609.34	NA	NA	NA	NA	Amelanchier cusickii Fern.
441685817	UWBM	Plants	PRESERVED_SPECIMEN	NA	William H. Baker	NA	NA	NA	NA	1954-04-24T00:00Z	1954	4	24	NA	NA	NA	NA	NA	NA	US	Idaho	Latah	NA	"Kendrick Grade, 1 mile southwest of Kendrick."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
441685904	UWBM	Plants	PRESERVED_SPECIMEN	NA	Kalle Skuria	NA	NA	NA	NA	2005-04-23T00:00Z	2005	4	23	NA	NA	NA	NA	NA	NA	US	Washington	Grant	NA	Sun Lakes State Park.  Found on rocky hillside above bathhouse at  base of mesa at bottom of talus slope.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
441685908	UWBM	Plants	PRESERVED_SPECIMEN	NA	Ryan Crater	NA	NA	NA	NA	2005-04-21T00:00Z	2005	4	21	NA	NA	NA	NA	NA	NA	US	Washington	Grant	NA	Sun Lakes State Park.  Collected along Delany Springs.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
441686485	UWBM	Plants	PRESERVED_SPECIMEN	NA	Wilhelm Suksdorf	NA	NA	NA	NA	1926-03-20T00:00Z	1926	3	20	NA	NA	NA	NA	NA	NA	US	Washington	Klickitat	NA	Bingen.	NA	NA	NA	NA	NA	NA	NA	45.715	-121.46333	NA	NA	NA	NA	NA	Amelanchier alnifolia var. cusickii (Fern.) C.L. Hitchc.
185831332	CS	Herbarium	PRESERVED_SPECIMEN	NA	J Carter 2286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Colorado	Routt County	NA	",along Whiskey Ck"	NA	NA	NA	NA	NA	NA	NA	40.9526	-106.9299	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
176873426	KU	KANU	PRESERVED_SPECIMEN	NA	Steve Stephens; Ralph E Brooks	NA	NA	NA	31691	1969-06-10T00:00Z	1969	6	10	NA	NA	NA	"Steep, open woods hillside. Dry, rocky, granite soil."	NA	NA	US	South Dakota	Lawrence	NA	"Savoy, 1 mi SE"	NA	NA	NA	NA	NA	NA	NA	44.34224	-103.917	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
176873447	KU	KANU	PRESERVED_SPECIMEN	NA	Steve Stephens	NA	NA	NA	7236	1966-07-18T00:00Z	1966	7	18	NA	NA	NA	"Dry, wooded hillside. Sandy, rocky soil."	NA	NA	US	South Dakota	Pennington	NA	"Hill City, 3 mi SW"	NA	NA	NA	NA	NA	NA	NA	43.89954	-103.61761	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
176873560	KU	KANU	PRESERVED_SPECIMEN	NA	Gregory Kunkel; Leila Shultz	NA	NA	NA	276	1973-07-09T00:00Z	1973	7	9	NA	NA	NA	In ravines and slopes thereof.	NA	NA	US	Colorado	Jefferson	NA	"Boulder, 7 mi S on Rocky Flats Pediment"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
125535038	UCMC	COLO	PRESERVED_SPECIMEN	NA	Gregory Kunkel	NA	NA	NA	NA	1973-07-09T00:00Z	1973	7	9	NA	NA	NA	NA	NA	NA	US	Colorado	Jefferson	NA	"Rocky Flats Site, 7 mi. S of Boulder, on Rocky Flats Pediment."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
125535479	UCMC	COLO	PRESERVED_SPECIMEN	NA	Lynn Marie Moore	NA	NA	NA	NA	1995-06-23T00:00Z	1995	6	23	NA	NA	NA	NA	NA	NA	US	Colorado	Montezuma	NA	"Upper Dolores River drainage and Adjacent Areas, San Juan National Forest, ca. 25 air mi. NE of Dolores on Roaring Forks or Forest Road 564."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
125535641	UCMC	COLO	PRESERVED_SPECIMEN	NA	Tim Hogan	NA	NA	NA	NA	2004-07-09T00:00Z	2004	7	9	NA	NA	NA	NA	NA	NA	US	Colorado	Gunnison	NA	"Curecanti National Recreation Area.  Lower Curecanti Creek Trail, near confluence of Curecanti Creek and Morrow Point Reservoir. GPS waypoint: AC16."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
240487441	KU	KANU	PRESERVED_SPECIMEN	NA	Steve Stephens	NA	NA	NA	78424	1974-06-20T00:00Z	1974	6	20	NA	NA	NA	Brushy flood plain of small creek. Sandy soil.	NA	NA	US	Montana	Roosevelt	NA	"Wolf Point, 7 mi SE"	NA	NA	NA	NA	NA	NA	NA	48.01693212	-105.5343703	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
240487452	KU	KANU	PRESERVED_SPECIMEN	NA	J A Moore	NA	NA	NA	s.n.	1947-06-23T00:00Z	1947	6	23	NA	NA	NA	Banks of stream.	NA	NA	US	Montana	NA	NA	"Glacier National Park, Slide Lake Rd"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60039609	USU	UTC	UNKNOWN	NA	CL Hitchcock; JS Martin	NA	NA	NA	NA	1939-05-27T00:00Z	1939	5	27	NA	NA	NA	NA	NA	NA	US	Washington	Kittitas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60039625	USU	UTC	UNKNOWN	NA	Bassett Maguire	NA	NA	NA	NA	1939-05-23T00:00Z	1939	5	23	NA	NA	NA	NA	NA	NA	US	Utah	Cache	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60039787	USU	UTC	UNKNOWN	NA	AA Heller	NA	NA	NA	NA	1939-04-26T00:00Z	1939	4	26	NA	NA	NA	NA	NA	NA	US	California	Butte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60040201	USU	UTC	UNKNOWN	NA	RJ Shaw	NA	NA	NA	NA	1984-05-28T00:00Z	1984	5	28	NA	NA	NA	NA	NA	NA	US	Utah	Juab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60040249	USU	UTC	UNKNOWN	NA	A Tiehm	NA	NA	NA	NA	1985-05-24T00:00Z	1985	5	24	NA	NA	NA	NA	NA	NA	US	Nevada	White Pine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60040306	USU	UTC	UNKNOWN	NA	RJ Shaw	NA	NA	NA	NA	1990-06-02T00:00Z	1990	6	2	NA	NA	NA	NA	NA	NA	US	Wyoming	Lincoln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
60040416	USU	UTC	UNKNOWN	NA	Royal D. Suttkus	NA	NA	NA	NA	1967-07-18T00:00Z	1967	7	18	NA	NA	NA	NA	NA	NA	US	Wyoming	Teton	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
318046368	KU	KANU	PRESERVED_SPECIMEN	NA	Steve Stephens; Ralph E Brooks	NA	NA	NA	12840	1967-07-01T00:00Z	1967	7	1	NA	NA	NA	"Wooded valley in prairie. Rocky, dry soil."	NA	NA	US	North Dakota	McLean	NA	"Raub, 10.5 mi S"	NA	NA	NA	NA	NA	NA	NA	47.59262191	-102.043408	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093134	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	Near Canadian border in clearcut area	NA	NA	NA	NA	NA	NA	NA	49	-116.5	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093298	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Idaho county, T35N R9E S27, Roadside right of way 2.9 miles east of Fish Creek bridge on hwy 12, east of Lowell, going east on hwy 12, east side of road"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093342	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Pend Oreille county, T32N R45E S35"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093345	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Grant county, T26N R29E S18, Lat 47 3/4 deg, Long 119 1/4 deg"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093354	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Chelan county, T28NR23E S27"	NA	NA	NA	NA	NA	NA	NA	48	-120	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1229707559	KSTC	Plants	PRESERVED_SPECIMEN	14864	"Wilson, James"	NA	NA	NA	NA	1968-08-03T00:00Z	1968	8	3	NA	NA	NA	NA	NA	NA	US	Colorado	Boulder	NA	"Boulder, 3 mi N"	NA	NA	NA	NA	NA	NA	NA	40.05848	-105.27	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1020929851	UC	VascularPlants	PRESERVED_SPECIMEN	119	C. R. Clar		NA	NA	NA	1933-05-15T00:00Z	1933	5	15	May 15 1933	NA	NA	NA	NA	NA	US	California	Nevada	NA	about 1 mi South Grass Valley; Smartsville Quad.	NA	2500 ft	NA	NA	NA	NA	NA	39.20092332	-121.0281649	825	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1020939842	HSC	VascularPlants	PRESERVED_SPECIMEN	260	Rich White		NA	NA	NA	1978-07-20T00:00Z	1978	7	20	Jul 20 1978	NA	NA	NA	NA	NA	US	California	Siskiyou	NA	Ridge top E of Raspberry Lake	NA	1768 m	NA	NA	NA	NA	NA	41.8499	-123.6207	356	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1020964962	UC	VascularPlants	PRESERVED_SPECIMEN	931	G. T. Nordstrom		NA	NA	NA	1936-07-09T00:00Z	1936	7	9	Jul 9 1936	NA	NA	NA	NA	NA	US	California	Sierra	NA	"2 mi nw Dog Valley; Tahoe National Forest, Sierraville Quad."	NA	6500 ft	NA	NA	NA	NA	NA	39.58562392	-120.0763476	825	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1021003423	UCD	VascularPlants	PRESERVED_SPECIMEN	1869	Beecher Crampton		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Unknown	NA	County Unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1021013818	UCD	VascularPlants	PRESERVED_SPECIMEN	569	T. I. Storer		NA	NA	NA	1925-07-12T00:00Z	1925	7	12	07 12 1925	NA	NA	NA	NA	NA	US	California	Amador	NA	Amador County: Silver Lake	NA	NA	NA	NA	NA	NA	NA	38.6558	-120.1155	2866	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1021955489	SBBG	VascularPlants	PRESERVED_SPECIMEN	NA	L. G. Yates		NA	NA	NA	1895-06-04T00:00Z	1895	6	4	Jun 4 1895	NA	NA	NA	NA	NA	US	California	Santa Barbara	NA	San Rafael Mtns: near head of Indian Cyn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
891078128	iNaturalist	Observations	HUMAN_OBSERVATION	NA	Oli	NA	NA	NA	NA	2012-04-26T00:00Z	2012	4	26	12-04-26	NA	NA	NA	NA	NA	US	NA	NA	NA	NA	Union Bay Natural Area	NA	NA	NA	NA	NA	NA	47.65642	-122.29279	522	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
898847065	NTSRV	IA-NHP	UNKNOWN	NA	NA	NA	NA	NA	12547	1954-07-08T00:00Z	1954	7	8	NA	NA	NA	http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.128031	NA	NA	US	Iowa	NA	NA	"Hancock, Winnebagao"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1041142365	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	Collector(s): Brad Krieckhaus		whole organism	NA	NA	2006-06-04T00:00Z	2006	6	4	04-Jun-06	bluffs	NA	NA	NA	NA	US	Alaska	NA	NA	"Alexander Archipelago, Wukuklook Cr., NE Chichagof I., creek outlet"	"Alexander Archipelago, Wukuklook Cr., NE Chichagof I., creek outlet"	NA	NA	NA	NA	unknown	NA	57.91667	-134.93333	NA	NA	NA	decimal degrees	NA	Amelanchier alnifolia (Nutt.) Nutt.
1041229278	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	Collector(s): Mary C. Stensvold		whole organism	NA	NA	2000-08-21T00:00Z	2000	8	21	21-Aug-00	"E side of limestone outcrop, just at forest edge, just inside the forest near the beach meadow-Tsuga heterophylla forest ecotone"	NA	NA	Alexander Archipelago	Admiralty Island	US	Alaska	NA	NA	"W side of island, Hood Bay, North Arm, N side,"	"W side of island, Hood Bay, North Arm, N side,"	NA	NA	NA	NA	Mary C. Stensvold	NA	57.3833	-134.3919	NA	NA	NA	decimal degrees	NA	Amelanchier alnifolia (Nutt.) Nutt.
1041232358	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	Collector(s): Stacy Studebaker		whole organism	NA	NA	2012-07-31T00:00Z	2012	7	31	31-Jul-12	"hanging over seacliff, growing with Viburnum edule and Salix bebbiana, not common in area"	NA	NA	NA	Kodiak Island	US	Alaska	NA	NA	"Uganik Bay, Uganik Island, N edge of lagoon"	"Uganik Bay, Uganik Island, N edge of lagoon"	NA	NA	NA	NA	Stacy Studebaker	NA	57.84619	-153.31555	NA	NA	NA	decimal degrees	NA	Amelanchier alnifolia (Nutt.) Nutt.
1041271947	UAM	Plant specimens (ALA)	PRESERVED_SPECIMEN	NA	Collector(s): Eileen Helmstetter		whole organism	NA	NA	1980-06-30T00:00Z	1980	6	30	80-06-30	lower slope of mt. meadow	NA	NA	NA	NA	US	Alaska	NA	NA	"Kenai Mts., Trail Cr., Mi 38 on Alaska RR tracks"	"Kenai Mts., Trail Cr., Mi 38 on Alaska RR tracks"	NA	NA	NA	NA	Alan R. Batten	NA	60.56	-149.2	3615	NA	NA	decimal degrees	NA	Amelanchier alnifolia (Nutt.) Nutt.
1041329069	KHD	vascular plants	PRESERVED_SPECIMEN	E-130	Mary Edwards	NA	NA	NA	NA	1977-05-27T00:00Z	1977	5	27	NA	"Streamside, also dry hillsides."	NA	NA	NA	NA	US	Colorado	La Plata County	NA	"West Durango, Junction Cr."	NA	6523 ft.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1042031451	TRH	V	PRESERVED_SPECIMEN	NA	Olav Gj�_revoll	NA	NA	NA	NA	1968-06-30T00:00Z	1968	6	30	NA	In dry slopes	NA	NA	NA	NA	US	Alaska	NA	NA	Central Pacific Coast: Palmer Creek Valley	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1090549533	IAC	IAC	PRESERVED_SPECIMEN	s/n�	R. Thurman & D. Thurman	NA	NA	NA	NA	1966-05-11T00:00Z	1966	5	11	NA	NA	NA	NA	NA	NA	US	Idaho	NA	Madison county	Mill Hollow 1/2 mile esat of Rexburg	NA	NA	NA	NA	NA	NA	NA	43.7833	-114.3333	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1259067818	MO	MO	PRESERVED_SPECIMEN	Cusick 1858	William C. Cusick		NA	NA	NA	1898-05-03T00:00Z	1898	5	3	NA	NA	NA	NA	NA	NA	US	Oregon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier cusickii Fern.
1259068286	MO	MO	PRESERVED_SPECIMEN	Lunell s.n.	J. Lunell	NA	NA	NA	NA	1918-05-15T00:00Z	1918	5	15	NA	NA	NA	NA	NA	NA	US	North Dakota	Rolette	NA	"Ravine of Willow Creek, Dunswith."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1024215513	iNaturalist	Observations	HUMAN_OBSERVATION	NA	Gena Bentall	NA	NA	NA	NA	2014-08-25T03:34Z	2014	8	25	Sun Aug 24 2014 18:34:45 GMT-0700 (PDT)	NA	NA	NA	NA	NA	US	NA	NA	NA	NA	"Coeur d'Alene National Forest, Harrison, ID, US"	NA	NA	NA	NA	NA	NA	47.60461	-116.6642	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
1135525047	iNaturalist	Observations	HUMAN_OBSERVATION	NA	paloma	NA	NA	NA	NA	2015-08-20T22:42Z	2015	8	20	15-08-20 13:42	NA	NA	NA	NA	NA	US	NA	NA	NA	NA	"Nevada, Tahoe National Forest, California, United States"	NA	NA	NA	NA	NA	NA	39.44507	-120.1878	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
864753226	Harvard University	A	PRESERVED_SPECIMEN	12040	J. T. Howell	NA	Sheet	NA	12040	1934-06-12T00:00Z	1934	6	12	NA	NA	NA	NA	NA	NA	US	California	Modoc County	NA	North side of Fandango Valley	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
864748282	Harvard University	A	PRESERVED_SPECIMEN	2964	C. F. Baker	NA	"Sheet,Sheet"	NA	2964	1903-05-12T00:00Z	1903	5	12	NA	in rich places along streams	NA	NA	NA	NA	US	California	Lake County	NA	Near Lakeport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier subintegra Greene
864753183	Harvard University	A	PRESERVED_SPECIMEN	15447	J. T. Howell	NA	Sheet	NA	15447	1940-05-19T00:00Z	1940	5	19	NA	NA	NA	NA	NA	NA	US	California	Napa County	NA	Upper St. Helena Creek	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
864753231	Harvard University	GH	PRESERVED_SPECIMEN	17186	P. A. Munz	NA	Sheet	NA	17186	1942-06-20T00:00Z	1942	6	20	NA	NA	NA	NA	NA	NA	US	California	San Bernardino County	NA	"south base of Sugarloaf Mt., San Bernardino Mts."	NA	6900 ft.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
727392124	Harvard University	GH	PRESERVED_SPECIMEN	NA	J. Lunell	NA	Sheet	NA	NA	1918-09-03T00:00Z	1918	9	3	NA	NA	NA	NA	NA	NA	US	North Dakota	Rolette County	Dunseith	"Ravine of Willow Creek, Turtle Mountains"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier leptodendron Lunell
40093174	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.66667	-116.41667	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093270	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Lewis County, T34N R3E S27, 12.3 miles South-east of junction of hwys 11 and 12 near Geer, going south-east on hwy 12, roadside right of way, north side of road"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
40093331	USA026	USA026	UNKNOWN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	NA	NA	NA	"Boundary county, T62N R2E S17NW1/4, Across old hwy from hwy gravel storage (ca. 1982), 1 mile east of hwy junction"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Amelanchier alnifolia (Nutt.) Nutt.
